date,region,category,product,units,unit_price,discount,revenue,month
2024-07-16,South,Beauty,Face Wash,3,10.44,0.22,24.4296,2024-07-16
2024-09-26,West,Sports,Football,8,23.37,0.0,186.96,2024-09-26
2024-07-13,North,Beauty,Perfume,6,9.14,0.02,53.7432,2024-07-13
2024-03-04,East,Home & Kitchen,Cookware,6,50.53,0.0,303.18,2024-03-04
2024-05-10,South,Electronics,Smartphone,1,372.93,0.2,298.344,2024-05-10
2024-06-20,East,Beauty,Shampoo,9,14.04,0.25,94.76999999999998,2024-06-20
2024-05-14,North,Sports,Football,7,55.73,0.17,323.7912999999999,2024-05-14
2024-06-25,East,Home & Kitchen,Mixer,4,62.08,0.0,248.32,2024-06-25
2024-11-25,West,Beauty,Moisturizer,7,15.12,0.06,99.48959999999998,2024-11-25
2024-01-04,East,Electronics,Laptop,5,254.42,0.07,1183.0529999999999,2024-01-04
2024-09-23,North,Groceries,Snacks,1,4.6,0.07,4.278,2024-09-23
2024-11-17,South,Beauty,Face Wash,1,13.54,0.01,13.404599999999999,2024-11-17
2024-02-02,South,Groceries,Pulses,4,5.78,0.08,21.270400000000002,2024-02-02
2024-01-13,North,Sports,Football,7,61.89,0.18,355.24860000000007,2024-01-13
2024-12-04,East,Beauty,Perfume,7,13.72,0.17,79.7132,2024-12-04
2024-01-30,North,Electronics,Tablet,2,359.11,0.03,696.6734,2024-01-30
2024-07-13,West,Groceries,Rice,1,5.61,0.09,5.1051,2024-07-13
2024-06-22,East,Sports,Yoga Mat,1,25.34,0.09,23.0594,2024-06-22
2024-07-30,South,Clothing,Jeans,6,20.03,0.06,112.9692,2024-07-30
2024-01-13,South,Beauty,Perfume,4,12.83,0.18,42.08240000000001,2024-01-13
2024-09-27,South,Home & Kitchen,Vacuum Cleaner,4,64.63,0.19,209.4012,2024-09-27
2024-03-13,North,Clothing,Sneakers,5,26.3,0.15,111.77499999999999,2024-03-13
2024-10-29,North,Clothing,Jacket,3,18.43,0.23,42.5733,2024-10-29
2024-05-11,East,Home & Kitchen,Mixer,4,46.78,0.11,166.5368,2024-05-11
2024-06-11,North,Sports,Yoga Mat,8,34.83,0.07,259.1352,2024-06-11
2024-02-16,East,Groceries,Pulses,6,4.88,0.14,25.1808,2024-02-16
2024-08-07,East,Clothing,Jeans,9,24.34,0.07,203.7258,2024-08-07
2024-05-10,South,Beauty,Face Wash,1,11.05,0.13,9.6135,2024-05-10
2024-04-02,South,Clothing,Sneakers,1,28.43,0.12,25.0184,2024-04-02
2024-04-24,North,Home & Kitchen,Vacuum Cleaner,6,64.99,0.13,339.2477999999999,2024-04-24
2024-05-16,South,Sports,Cricket Bat,1,39.84,0.08,36.652800000000006,2024-05-16
2024-08-03,North,Home & Kitchen,Mixer,6,63.04,0.15,321.504,2024-08-03
2024-11-15,South,Electronics,Smartphone,4,212.46,0.0,849.84,2024-11-15
2024-08-05,West,Electronics,Headphones,3,217.86,0.18,535.9356,2024-08-05
2024-10-22,East,Sports,Cricket Bat,7,36.16,0.0,253.11999999999998,2024-10-22
2024-02-18,North,Sports,Football,8,52.16,0.12,367.2064,2024-02-18
2024-02-07,West,Beauty,Face Wash,5,9.92,0.06,46.623999999999995,2024-02-07
2024-08-12,South,Home & Kitchen,Mixer,4,53.07,0.13,184.6836,2024-08-12
2024-10-14,South,Electronics,Tablet,3,200.31,0.11,534.8277,2024-10-14
2024-08-18,West,Sports,Cricket Bat,8,42.51,0.11,302.6712,2024-08-18
2024-01-19,North,Groceries,Pulses,5,4.97,0.06,23.358999999999998,2024-01-19
2024-08-18,North,Groceries,Snacks,3,2.43,0.06,6.852600000000001,2024-08-18
2024-02-19,North,Sports,Cricket Bat,7,59.82,0.09,381.0534,2024-02-19
2024-07-10,East,Electronics,Tablet,4,307.82,0.0,1231.28,2024-07-10
2024-02-02,East,Beauty,Shampoo,1,15.09,0.15,12.8265,2024-02-02
2024-07-22,East,Clothing,Jeans,7,24.99,0.21,138.19469999999998,2024-07-22
2024-07-03,West,Sports,Dumbbells,9,36.21,0.24,247.6764,2024-07-03
2024-02-17,North,Beauty,Moisturizer,4,9.8,0.14,33.712,2024-02-17
2024-10-02,East,Beauty,Face Wash,9,12.04,0.05,102.94199999999998,2024-10-02
2024-09-28,North,Electronics,Tablet,2,366.46,0.14,630.3112,2024-09-28
2024-08-19,East,Beauty,Face Wash,7,12.93,0.1,81.45899999999999,2024-08-19
2024-02-23,West,Beauty,Moisturizer,7,12.81,0.0,89.67,2024-02-23
2024-07-08,West,Clothing,Sneakers,8,27.17,0.07,202.1448,2024-07-08
2024-08-19,East,Sports,Dumbbells,8,43.68,0.06,328.4736,2024-08-19
2024-11-28,West,Groceries,Rice,9,5.72,0.15,43.757999999999996,2024-11-28
2024-10-20,South,Sports,Yoga Mat,8,44.75,0.11,318.62,2024-10-20
2024-10-17,East,Home & Kitchen,Mixer,8,80.87,0.16,543.4464,2024-10-17
2024-05-24,South,Groceries,Beverages,9,4.56,0.14,35.294399999999996,2024-05-24
2024-10-04,South,Beauty,Shampoo,3,10.78,0.0,32.339999999999996,2024-10-04
2024-02-10,North,Clothing,Sneakers,1,20.14,0.05,19.133,2024-02-10
2024-09-17,West,Groceries,Beverages,6,5.85,0.03,34.047,2024-09-17
2024-11-12,South,Beauty,Moisturizer,6,9.6,0.03,55.87199999999999,2024-11-12
2024-04-30,East,Home & Kitchen,Mixer,9,52.47,0.09,429.7293,2024-04-30
2024-04-04,South,Home & Kitchen,Cookware,1,62.95,0.06,59.173,2024-04-04
2024-10-24,East,Electronics,Smartphone,3,359.02,0.15,915.501,2024-10-24
2024-08-27,East,Beauty,Shampoo,6,9.85,0.1,53.19,2024-08-27
2024-09-11,East,Groceries,Beverages,6,4.28,0.05,24.395999999999997,2024-09-11
2024-05-20,West,Sports,Cricket Bat,5,31.35,0.11,139.5075,2024-05-20
2024-12-18,East,Clothing,T-Shirt,7,19.23,0.28,96.9192,2024-12-18
2024-10-26,South,Clothing,Sneakers,3,24.99,0.12,65.9736,2024-10-26
2024-12-07,North,Clothing,Jeans,8,29.98,0.21,189.4736,2024-12-07
2024-05-31,North,Sports,Dumbbells,6,25.16,0.22,117.74880000000002,2024-05-31
2024-08-11,West,Home & Kitchen,Cookware,9,81.97,0.03,715.5981,2024-08-11
2024-10-17,East,Clothing,T-Shirt,4,21.22,0.02,83.18239999999999,2024-10-17
2024-03-03,North,Home & Kitchen,Bedsheet,6,60.84,0.13,317.58480000000003,2024-03-03
2024-10-11,South,Clothing,T-Shirt,3,18.71,0.08,51.6396,2024-10-11
2024-08-06,West,Sports,Football,8,46.89,0.25,281.34000000000003,2024-08-06
2024-03-14,North,Beauty,Perfume,9,12.8,0.1,103.68,2024-03-14
2024-01-15,East,Sports,Football,4,31.02,0.03,120.35759999999999,2024-01-15
2024-04-29,West,Home & Kitchen,Mixer,5,64.6,0.15,274.55,2024-04-29
2024-03-28,South,Electronics,Laptop,5,271.43,0.07,1262.1495,2024-03-28
2024-05-21,East,Groceries,Snacks,9,5.34,0.11,42.7734,2024-05-21
2024-04-14,North,Sports,Football,6,46.52,0.18,228.87840000000003,2024-04-14
2024-12-15,South,Clothing,T-Shirt,1,11.29,0.16,9.4836,2024-12-15
2024-12-06,South,Clothing,Jacket,5,20.18,0.11,89.801,2024-12-06
2024-01-15,North,Home & Kitchen,Vacuum Cleaner,8,70.11,0.04,538.4448,2024-01-15
2024-02-16,West,Beauty,Perfume,2,13.06,0.0,26.12,2024-02-16
2024-08-05,South,Home & Kitchen,Bedsheet,2,56.09,0.1,100.962,2024-08-05
2024-05-17,West,Clothing,Sneakers,5,28.51,0.02,139.699,2024-05-17
2024-10-28,East,Groceries,Pulses,1,4.06,0.14,3.4915999999999996,2024-10-28
2024-05-03,South,Beauty,Face Wash,1,10.68,0.12,9.3984,2024-05-03
2024-11-25,North,Electronics,Smartphone,5,319.55,0.03,1549.8174999999999,2024-11-25
2024-07-13,East,Beauty,Perfume,1,13.46,0.29,9.5566,2024-07-13
2024-05-29,East,Groceries,Beverages,2,5.05,0.14,8.686,2024-05-29
2024-05-15,East,Electronics,Smartphone,5,312.46,0.07,1452.9389999999999,2024-05-15
2024-05-01,South,Electronics,Headphones,6,318.72,0.02,1874.0736000000002,2024-05-01
2024-05-03,West,Home & Kitchen,Vacuum Cleaner,2,79.99,0.18,131.1836,2024-05-03
2024-02-15,South,Electronics,Laptop,5,252.96,0.17,1049.7839999999999,2024-02-15
2024-12-23,North,Home & Kitchen,Cookware,1,60.91,0.13,52.991699999999994,2024-12-23
2024-11-27,North,Beauty,Shampoo,3,14.01,0.11,37.4067,2024-11-27
2024-12-18,South,Electronics,Tablet,8,203.09,0.12,1429.7536,2024-12-18
2024-05-25,North,Home & Kitchen,Bedsheet,1,68.49,0.21,54.107099999999996,2024-05-25
2024-03-08,South,Home & Kitchen,Cookware,9,74.27,0.13,581.5341,2024-03-08
2024-06-02,South,Beauty,Face Wash,2,11.38,0.06,21.3944,2024-06-02
2024-03-08,South,Beauty,Shampoo,8,10.2,0.0,81.6,2024-03-08
2024-10-24,South,Electronics,Laptop,6,247.67,0.1,1337.4180000000001,2024-10-24
2024-03-10,South,Home & Kitchen,Bedsheet,4,30.27,0.08,111.3936,2024-03-10
2024-05-01,East,Groceries,Snacks,6,5.22,0.1,28.188000000000002,2024-05-01
2024-01-23,East,Beauty,Shampoo,6,11.0,0.03,64.02,2024-01-23
2024-11-18,West,Groceries,Rice,2,2.9,0.03,5.6259999999999994,2024-11-18
2024-01-14,East,Beauty,Perfume,9,11.8,0.16,89.208,2024-01-14
2024-11-13,South,Electronics,Smartphone,2,304.68,0.0,609.36,2024-11-13
2024-06-01,East,Clothing,T-Shirt,2,30.97,0.07,57.60419999999999,2024-06-01
2024-04-12,East,Home & Kitchen,Vacuum Cleaner,3,71.46,0.26,158.6412,2024-04-12
2024-12-29,West,Groceries,Pulses,8,6.56,0.1,47.232,2024-12-29
2024-01-12,North,Groceries,Pulses,4,5.42,0.02,21.246399999999998,2024-01-12
2024-07-22,West,Groceries,Rice,1,5.97,0.19,4.8357,2024-07-22
2024-03-31,South,Home & Kitchen,Vacuum Cleaner,9,43.19,0.09,353.7261,2024-03-31
2024-01-29,South,Home & Kitchen,Cookware,1,65.11,0.07,60.552299999999995,2024-01-29
2024-02-09,West,Sports,Dumbbells,9,52.87,0.1,428.247,2024-02-09
2024-10-29,West,Beauty,Face Wash,4,10.3,0.23,31.724000000000004,2024-10-29
2024-04-28,East,Home & Kitchen,Cookware,4,66.89,0.14,230.1016,2024-04-28
2024-11-27,South,Beauty,Moisturizer,6,12.2,0.07,68.07599999999998,2024-11-27
2024-01-26,North,Groceries,Snacks,7,4.62,0.2,25.872000000000003,2024-01-26
2024-10-06,South,Sports,Football,2,44.63,0.1,80.334,2024-10-06
2024-04-13,South,Electronics,Smartphone,6,277.69,0.06,1566.1716,2024-04-13
2024-11-22,East,Electronics,Laptop,4,256.63,0.09,934.1332,2024-11-22
2024-03-05,South,Electronics,Laptop,4,188.85,0.12,664.752,2024-03-05
2024-11-27,East,Electronics,Laptop,5,351.72,0.12,1547.5680000000002,2024-11-27
2024-09-07,North,Groceries,Rice,8,4.7,0.03,36.472,2024-09-07
2024-03-28,North,Electronics,Headphones,9,281.15,0.08,2327.922,2024-03-28
2024-03-25,East,Sports,Dumbbells,3,31.85,0.06,89.81700000000001,2024-03-25
2024-01-11,North,Sports,Cricket Bat,4,40.35,0.18,132.348,2024-01-11
2024-02-02,West,Beauty,Shampoo,5,11.0,0.12,48.4,2024-02-02
2024-12-16,South,Electronics,Laptop,3,342.51,0.17,852.8498999999999,2024-12-16
2024-11-24,South,Beauty,Shampoo,7,13.4,0.03,90.98599999999999,2024-11-24
2024-02-21,North,Beauty,Shampoo,4,16.23,0.13,56.4804,2024-02-21
2024-06-19,South,Clothing,Jacket,2,15.08,0.23,23.223200000000002,2024-06-19
2024-09-03,East,Home & Kitchen,Cookware,2,58.52,0.15,99.48400000000001,2024-09-03
2024-10-16,West,Home & Kitchen,Mixer,6,67.84,0.05,386.688,2024-10-16
2024-07-28,West,Electronics,Smartphone,3,267.59,0.09,730.5207,2024-07-28
2024-07-16,South,Sports,Yoga Mat,9,26.4,0.11,211.464,2024-07-16
2024-03-05,South,Electronics,Laptop,1,307.66,0.13,267.6642,2024-03-05
2024-11-01,West,Groceries,Beverages,4,5.58,0.11,19.8648,2024-11-01
2024-01-13,South,Groceries,Beverages,5,5.88,0.09,26.754,2024-01-13
2024-12-15,South,Clothing,Jeans,8,31.57,0.01,250.0344,2024-12-15
2024-09-25,South,Clothing,Jeans,8,25.57,0.19,165.6936,2024-09-25
2024-12-25,West,Home & Kitchen,Bedsheet,3,66.65,0.2,159.96000000000004,2024-12-25
2024-04-23,South,Beauty,Shampoo,3,14.74,0.0,44.22,2024-04-23
2024-01-16,South,Groceries,Beverages,2,4.35,0.01,8.613,2024-01-16
2024-07-31,North,Beauty,Moisturizer,5,17.83,0.07,82.90949999999998,2024-07-31
2024-11-05,East,Groceries,Rice,4,7.11,0.05,27.018,2024-11-05
2024-10-08,East,Electronics,Tablet,7,214.67,0.09,1367.4479,2024-10-08
2024-06-07,East,Sports,Football,8,40.77,0.21,257.6664,2024-06-07
2024-04-07,South,Groceries,Rice,7,5.86,0.13,35.687400000000004,2024-04-07
2024-02-22,West,Beauty,Face Wash,5,10.62,0.18,43.542,2024-02-22
2024-05-18,North,Beauty,Shampoo,4,13.61,0.16,45.7296,2024-05-18
2024-02-21,East,Home & Kitchen,Cookware,7,57.01,0.22,311.2746,2024-02-21
2024-10-29,West,Home & Kitchen,Mixer,8,67.66,0.22,422.1984,2024-10-29
2024-11-03,East,Beauty,Shampoo,5,15.42,0.06,72.47399999999999,2024-11-03
2024-08-15,North,Groceries,Rice,3,2.53,0.1,6.831,2024-08-15
2024-06-06,East,Electronics,Smartphone,5,327.15,0.07,1521.2475,2024-06-06
2024-10-31,West,Sports,Yoga Mat,2,42.21,0.11,75.13380000000001,2024-10-31
2024-03-04,South,Beauty,Moisturizer,3,10.78,0.34,21.344399999999997,2024-03-04
2024-07-28,West,Sports,Football,3,56.43,0.1,152.361,2024-07-28
2024-10-03,South,Clothing,T-Shirt,7,23.86,0.12,146.9776,2024-10-03
2024-03-25,East,Groceries,Snacks,1,2.99,0.21,2.3621000000000003,2024-03-25
2024-11-29,North,Beauty,Perfume,5,11.03,0.11,49.0835,2024-11-29
2024-10-27,West,Sports,Dumbbells,4,29.45,0.07,109.55399999999999,2024-10-27
2024-04-07,South,Sports,Cricket Bat,9,41.42,0.08,342.95760000000007,2024-04-07
2024-02-02,West,Sports,Football,2,42.13,0.13,73.3062,2024-02-02
2024-02-09,South,Clothing,Jeans,4,23.58,0.12,83.0016,2024-02-09
2024-12-13,East,Home & Kitchen,Bedsheet,8,57.6,0.13,400.896,2024-12-13
2024-12-13,South,Home & Kitchen,Cookware,9,60.18,0.07,503.7066,2024-12-13
2024-07-24,North,Home & Kitchen,Bedsheet,2,71.95,0.0,143.9,2024-07-24
2024-08-15,North,Electronics,Smartphone,5,276.98,0.18,1135.6180000000002,2024-08-15
2024-12-31,North,Home & Kitchen,Cookware,3,40.38,0.18,99.33480000000002,2024-12-31
2024-10-03,West,Sports,Dumbbells,3,38.15,0.09,104.14949999999999,2024-10-03
2024-06-03,North,Electronics,Tablet,1,279.32,0.05,265.354,2024-06-03
2024-09-14,South,Beauty,Shampoo,7,14.93,0.05,99.28449999999998,2024-09-14
2024-03-22,East,Sports,Dumbbells,2,31.87,0.1,57.366,2024-03-22
2024-07-11,North,Home & Kitchen,Bedsheet,4,76.8,0.05,291.84,2024-07-11
2024-09-27,South,Electronics,Tablet,3,360.52,0.16,908.5103999999999,2024-09-27
2024-12-25,West,Electronics,Headphones,2,394.0,0.17,654.04,2024-12-25
2024-02-08,North,Sports,Yoga Mat,7,37.95,0.04,255.02400000000003,2024-02-08
2024-04-03,South,Clothing,Jacket,6,16.7,0.07,93.18599999999998,2024-04-03
2024-05-06,East,Clothing,Sneakers,7,20.8,0.1,131.04,2024-05-06
2024-05-05,East,Electronics,Tablet,7,295.14,0.02,2024.6604,2024-05-05
2024-08-20,South,Electronics,Headphones,4,257.15,0.03,997.7419999999998,2024-08-20
2024-07-29,East,Beauty,Face Wash,8,9.46,0.17,62.8144,2024-07-29
2024-07-13,South,Groceries,Rice,2,3.84,0.14,6.6048,2024-07-13
2024-10-22,West,Groceries,Snacks,9,5.93,0.12,46.965599999999995,2024-10-22
2024-07-07,West,Clothing,Sneakers,4,21.08,0.13,73.35839999999999,2024-07-07
2024-03-23,West,Beauty,Shampoo,5,12.16,0.01,60.192,2024-03-23
2024-07-25,West,Beauty,Moisturizer,8,7.43,0.26,43.9856,2024-07-25
2024-05-31,South,Home & Kitchen,Vacuum Cleaner,7,78.51,0.14,472.63020000000006,2024-05-31
2024-10-24,East,Home & Kitchen,Cookware,1,67.69,0.02,66.33619999999999,2024-10-24
2024-05-06,West,Beauty,Perfume,9,12.14,0.05,103.797,2024-05-06
2024-07-03,North,Beauty,Face Wash,3,9.84,0.07,27.453599999999998,2024-07-03
2024-02-23,West,Sports,Yoga Mat,5,42.05,0.06,197.635,2024-02-23
2024-02-10,North,Electronics,Tablet,9,258.27,0.14,1999.0097999999998,2024-02-10
2024-12-17,East,Clothing,Jeans,7,30.42,0.0,212.94,2024-12-17
2024-02-22,West,Sports,Football,2,34.1,0.08,62.74400000000001,2024-02-22
2024-07-28,East,Electronics,Laptop,9,220.05,0.13,1722.9915,2024-07-28
2024-02-26,South,Beauty,Moisturizer,5,13.3,0.17,55.195,2024-02-26
2024-06-18,South,Home & Kitchen,Vacuum Cleaner,8,53.9,0.16,362.20799999999997,2024-06-18
2024-12-11,South,Sports,Yoga Mat,8,34.21,0.15,232.628,2024-12-11
2024-02-18,North,Clothing,T-Shirt,1,29.15,0.0,29.15,2024-02-18
2024-05-27,North,Home & Kitchen,Bedsheet,5,63.03,0.04,302.544,2024-05-27
2024-11-28,South,Electronics,Headphones,7,350.06,0.07,2278.8905999999997,2024-11-28
2024-06-09,South,Beauty,Perfume,1,13.42,0.14,11.5412,2024-06-09
2024-07-04,East,Groceries,Rice,4,5.42,0.19,17.5608,2024-07-04
2024-06-12,East,Electronics,Tablet,9,277.53,0.03,2422.8368999999993,2024-06-12
2024-01-14,East,Groceries,Snacks,6,6.33,0.06,35.7012,2024-01-14
2024-05-25,West,Home & Kitchen,Bedsheet,5,59.48,0.07,276.58199999999994,2024-05-25
2024-10-03,South,Beauty,Moisturizer,8,13.71,0.2,87.74400000000001,2024-10-03
2024-08-19,West,Beauty,Shampoo,7,13.03,0.04,87.56159999999998,2024-08-19
2024-06-07,South,Groceries,Pulses,1,3.8,0.0,3.8,2024-06-07
2024-03-23,East,Groceries,Pulses,2,5.48,0.17,9.0968,2024-03-23
2024-04-17,East,Beauty,Face Wash,9,10.96,0.02,96.66720000000001,2024-04-17
2024-02-18,North,Electronics,Headphones,9,347.16,0.11,2780.7516,2024-02-18
2024-03-30,South,Clothing,Sneakers,9,20.69,0.13,162.0027,2024-03-30
2024-08-19,East,Beauty,Face Wash,9,8.91,0.0,80.19,2024-08-19
2024-01-23,South,Sports,Dumbbells,3,42.31,0.1,114.23700000000001,2024-01-23
2024-09-27,South,Groceries,Beverages,8,5.58,0.2,35.712,2024-09-27
2024-11-02,West,Home & Kitchen,Cookware,1,73.42,0.21,58.0018,2024-11-02
2024-05-06,West,Beauty,Moisturizer,2,12.49,0.1,22.482,2024-05-06
2024-12-23,North,Electronics,Headphones,4,291.53,0.15,991.2019999999999,2024-12-23
2024-12-28,North,Home & Kitchen,Vacuum Cleaner,3,51.24,0.07,142.9596,2024-12-28
2024-11-05,East,Beauty,Perfume,1,17.55,0.1,15.795000000000002,2024-11-05
2024-07-09,West,Groceries,Rice,5,5.69,0.12,25.036,2024-07-09
2024-01-24,East,Sports,Dumbbells,2,37.77,0.14,64.9644,2024-01-24
2024-11-02,East,Sports,Cricket Bat,6,29.5,0.06,166.38,2024-11-02
2024-03-13,West,Home & Kitchen,Cookware,5,51.47,0.04,247.056,2024-03-13
2024-09-02,North,Electronics,Smartphone,7,359.97,0.18,2066.2278,2024-09-02
2024-03-17,West,Groceries,Snacks,7,4.24,0.14,25.5248,2024-03-17
2024-04-17,North,Clothing,Jacket,3,26.43,0.06,74.53259999999999,2024-04-17
2024-10-01,South,Electronics,Headphones,7,310.37,0.1,1955.3310000000001,2024-10-01
2024-11-25,North,Electronics,Laptop,8,253.36,0.13,1763.3856,2024-11-25
2024-03-16,West,Groceries,Rice,5,4.17,0.15,17.7225,2024-03-16
2024-11-09,North,Home & Kitchen,Mixer,7,73.65,0.18,422.7510000000001,2024-11-09
2024-01-31,North,Electronics,Headphones,8,313.87,0.15,2134.316,2024-01-31
2024-06-22,North,Home & Kitchen,Bedsheet,7,63.05,0.1,397.215,2024-06-22
2024-01-27,South,Groceries,Rice,3,4.33,0.11,11.5611,2024-01-27
2024-11-11,South,Beauty,Face Wash,5,8.9,0.12,39.160000000000004,2024-11-11
2024-05-19,North,Home & Kitchen,Vacuum Cleaner,1,57.12,0.14,49.1232,2024-05-19
2024-05-08,West,Sports,Yoga Mat,8,34.51,0.05,262.27599999999995,2024-05-08
2024-08-15,South,Home & Kitchen,Bedsheet,7,74.82,0.07,487.0782,2024-08-15
2024-09-08,West,Electronics,Smartphone,7,220.08,0.1,1386.5040000000001,2024-09-08
2024-04-15,North,Electronics,Laptop,6,318.9,0.06,1798.5959999999998,2024-04-15
2024-12-15,South,Clothing,Jacket,8,20.94,0.09,152.44320000000002,2024-12-15
2024-08-14,North,Beauty,Face Wash,1,10.95,0.01,10.840499999999999,2024-08-14
2024-06-16,North,Clothing,Jacket,2,31.26,0.09,56.89320000000001,2024-06-16
2024-02-05,North,Beauty,Face Wash,8,11.6,0.09,84.448,2024-02-05
2024-08-29,North,Groceries,Beverages,4,6.24,0.07,23.212799999999998,2024-08-29
2024-11-07,South,Home & Kitchen,Mixer,1,48.66,0.08,44.767199999999995,2024-11-07
2024-10-23,East,Sports,Dumbbells,5,40.8,0.18,167.28,2024-10-23
2024-04-04,North,Clothing,Jacket,8,26.44,0.17,175.5616,2024-04-04
2024-06-26,West,Electronics,Tablet,9,310.09,0.22,2176.8318,2024-06-26
2024-01-05,West,Clothing,T-Shirt,1,18.58,0.09,16.907799999999998,2024-01-05
2024-11-07,South,Electronics,Laptop,1,362.13,0.1,325.91700000000003,2024-11-07
2024-06-29,South,Home & Kitchen,Cookware,3,54.1,0.16,136.332,2024-06-29
2024-10-03,South,Beauty,Shampoo,9,11.76,0.11,94.19760000000001,2024-10-03
2024-12-31,South,Electronics,Headphones,5,340.32,0.0,1701.6,2024-12-31
2024-07-20,North,Sports,Cricket Bat,7,47.0,0.0,329.0,2024-07-20
2024-08-10,North,Beauty,Face Wash,7,12.59,0.09,80.1983,2024-08-10
2024-06-25,West,Clothing,Jacket,1,28.55,0.14,24.553,2024-06-25
2024-04-26,South,Sports,Dumbbells,7,33.79,0.14,203.4158,2024-04-26
2024-11-22,West,Sports,Dumbbells,8,36.1,0.09,262.808,2024-11-22
2024-09-01,West,Clothing,Jacket,8,24.46,0.04,187.8528,2024-09-01
2024-06-01,East,Electronics,Headphones,5,236.67,0.06,1112.349,2024-06-01
2024-01-01,West,Home & Kitchen,Mixer,1,52.76,0.09,48.0116,2024-01-01
2024-07-19,South,Sports,Cricket Bat,9,57.08,0.1,462.348,2024-07-19
2024-11-30,West,Home & Kitchen,Vacuum Cleaner,6,66.59,0.14,343.6044,2024-11-30
2024-09-22,North,Electronics,Tablet,2,271.68,0.17,450.98879999999997,2024-09-22
2024-02-28,North,Groceries,Rice,2,3.93,0.09,7.1526000000000005,2024-02-28
2024-05-07,South,Electronics,Laptop,6,300.35,0.04,1730.016,2024-05-07
2024-04-11,North,Electronics,Laptop,9,337.87,0.03,2949.6050999999998,2024-04-11
2024-09-30,East,Clothing,Jacket,3,31.75,0.0,95.25,2024-09-30
2024-10-02,East,Clothing,Sneakers,3,27.64,0.21,65.5068,2024-10-02
2024-06-24,South,Home & Kitchen,Vacuum Cleaner,2,43.7,0.1,78.66000000000001,2024-06-24
2024-09-22,East,Electronics,Smartphone,6,324.83,0.11,1734.5922,2024-09-22
2024-05-28,North,Electronics,Smartphone,7,368.1,0.07,2396.331,2024-05-28
2024-03-30,West,Groceries,Pulses,3,4.59,0.28,9.914399999999999,2024-03-30
2024-03-07,South,Beauty,Shampoo,5,13.82,0.01,68.40899999999999,2024-03-07
2024-04-15,West,Sports,Cricket Bat,6,39.15,0.08,216.10799999999998,2024-04-15
2024-01-07,West,Home & Kitchen,Vacuum Cleaner,2,68.76,0.11,122.39280000000001,2024-01-07
2024-11-06,North,Beauty,Shampoo,3,15.06,0.13,39.3066,2024-11-06
2024-11-22,East,Beauty,Perfume,1,11.88,0.19,9.622800000000002,2024-11-22
2024-04-10,East,Electronics,Laptop,1,204.26,0.18,167.4932,2024-04-10
2024-02-23,East,Home & Kitchen,Vacuum Cleaner,1,67.11,0.18,55.0302,2024-02-23
2024-10-02,East,Electronics,Laptop,6,372.28,0.08,2054.9856,2024-10-02
2024-04-09,East,Sports,Cricket Bat,1,30.44,0.16,25.5696,2024-04-09
2024-02-27,North,Sports,Dumbbells,6,47.89,0.03,278.7198,2024-02-27
2024-10-05,South,Beauty,Perfume,1,12.12,0.13,10.5444,2024-10-05
2024-09-01,South,Beauty,Moisturizer,5,11.79,0.1,53.055,2024-09-01
2024-11-12,North,Electronics,Smartphone,6,325.83,0.1,1759.482,2024-11-12
2024-06-18,East,Electronics,Smartphone,4,254.88,0.14,876.7872,2024-06-18
2024-06-11,West,Sports,Football,5,40.18,0.0,200.9,2024-06-11
2024-01-28,North,Home & Kitchen,Mixer,7,67.79,0.03,460.2941,2024-01-28
2024-12-26,North,Groceries,Beverages,5,5.99,0.19,24.259500000000003,2024-12-26
2024-03-01,East,Groceries,Beverages,9,4.77,0.15,36.49049999999999,2024-03-01
2024-02-19,North,Groceries,Beverages,1,4.81,0.32,3.2707999999999995,2024-02-19
2024-06-20,South,Home & Kitchen,Mixer,2,76.55,0.02,150.03799999999998,2024-06-20
2024-11-09,North,Groceries,Pulses,5,4.45,0.0,22.25,2024-11-09
2024-04-01,South,Clothing,T-Shirt,6,25.74,0.12,135.9072,2024-04-01
2024-03-12,North,Home & Kitchen,Vacuum Cleaner,6,80.14,0.12,423.1392,2024-03-12
2024-08-12,East,Beauty,Shampoo,7,14.7,0.19,83.349,2024-08-12
2024-12-18,West,Sports,Yoga Mat,4,53.16,0.1,191.376,2024-12-18
2024-08-12,South,Sports,Cricket Bat,7,40.83,0.06,268.6614,2024-08-12
2024-06-08,North,Home & Kitchen,Mixer,5,79.03,0.09,359.5865,2024-06-08
2024-05-14,North,Home & Kitchen,Mixer,8,61.47,0.13,427.83119999999997,2024-05-14
2024-12-06,South,Sports,Dumbbells,5,37.0,0.08,170.20000000000002,2024-12-06
2024-08-23,East,Sports,Football,3,44.01,0.16,110.9052,2024-08-23
2024-06-23,West,Sports,Dumbbells,9,46.8,0.1,379.08,2024-06-23
2024-08-08,North,Home & Kitchen,Bedsheet,3,58.52,0.0,175.56,2024-08-08
2024-02-01,East,Sports,Football,5,44.79,0.02,219.47099999999998,2024-02-01
2024-09-21,South,Clothing,Jacket,3,24.13,0.19,58.63590000000001,2024-09-21
2024-10-23,South,Beauty,Moisturizer,3,11.66,0.15,29.733000000000004,2024-10-23
2024-09-23,North,Sports,Yoga Mat,7,53.11,0.04,356.89919999999995,2024-09-23
2024-07-17,North,Groceries,Snacks,6,4.52,0.13,23.594399999999997,2024-07-17
